Effective Date,Ticker,Security Name,% Wgt,Market Value
31/10/2022,SEE US,SEALED AIR CORP,0.02,79716832
31/10/2022,SRE US,SEMPRA ENERGY,0.15,533485808
31/10/2022,NOW US,SERVICENOW INC,0.26,958805873
31/10/2022,SHW US,SHERWIN-WILLIAMS CO/THE,0.16,598742947
31/10/2022,SBNY US,SIGNATURE BANK,0.03,111532355
31/10/2022,SPG US,SIMON PROPERTY GROUP INC,0.11,400273950
31/10/2022,SWKS US,SKYWORKS SOLUTIONS INC,0.04,155500231
31/10/2022,AOS US,SMITH (A.O.) CORP,0.02,81426690
31/10/2022,SNA US,SNAP-ON INC,0.04,133917023
31/10/2022,SEDG US,SOLAREDGE TECHNOLOGIES INC,0.04,143303859
31/10/2022,SO US,SOUTHERN CO/THE,0.21,785163150
31/10/2022,LUV US,SOUTHWEST AIRLINES CO,0.07,240421045
31/10/2022,SWK US,STANLEY BLACK & DECKER INC,0.04,133148709
31/10/2022,SBUX US,STARBUCKS CORP,0.3,1117237086
31/10/2022,STT US,STATE STREET CORP,0.08,302541748
31/10/2022,STE US,STERIS PLC,0.05,193802680
31/10/2022,SYK US,STRYKER CORP,0.24,870648018
31/10/2022,SIVBQ US,SVB FINANCIAL GROUP,0.04,151352245
31/10/2022,SYF US,SYNCHRONY FINANCIAL,0.05,193242641
31/10/2022,SNPS US,SYNOPSYS INC,0.14,503634187
31/10/2022,SYY US,SYSCO CORP,0.14,497466466
31/10/2022,TROW US,T ROWE PRICE GROUP INC,0.07,272807102
31/10/2022,TMUS US,T-MOBILE US INC,0.28,1029132867
31/10/2022,TTWO US,TAKE-TWO INTERACTIVE SOFTWRE,0.06,209885306
31/10/2022,TPR US,TAPESTRY INC,0.02,89938601
31/10/2022,TRGP US,TARGA RESOURCES CORP,0.05,174227681
31/10/2022,TGT US,TARGET CORP,0.23,859149045
31/10/2022,TEL US,TE CONNECTIVITY LTD,0.12,440976627
31/10/2022,TDY US,TELEDYNE TECHNOLOGIES INC,0.06,207984746
31/10/2022,TFX US,TELEFLEX INC,0.03,112135922
31/10/2022,TER US,TERADYNE INC,0.04,143900096
31/10/2022,TSLA US,TESLA INC,1.86,6829217180
31/10/2022,TXN US,TEXAS INSTRUMENTS INC,0.45,1655570201
31/10/2022,TXT US,TEXTRON INC,0.04,163249727
31/10/2022,CI US,THE CIGNA GROUP,0.3,1111956044
31/10/2022,TMO US,THERMO FISHER SCIENTIFIC INC,0.62,2271370146
31/10/2022,TJX US,TJX COMPANIES INC,0.26,952191390
31/10/2022,TSCO US,TRACTOR SUPPLY COMPANY,0.08,275165006
31/10/2022,TT US,TRANE TECHNOLOGIES PLC,0.11,417911500
31/10/2022,TDG US,TRANSDIGM GROUP INC,0.09,334910380
31/10/2022,TRV US,TRAVELERS COS INC/THE,0.13,493911572
31/10/2022,TRMB US,TRIMBLE INC,0.05,169050322
31/10/2022,TFC US,TRUIST FINANCIAL CORP,0.18,668111020
31/10/2022,TYL US,TYLER TECHNOLOGIES INC,0.04,147960335
31/10/2022,TSN US,TYSON FOODS INC-CL A,0.06,225112024
31/10/2022,UDR US,UDR INC,0.04,133532886
31/10/2022,ULTA US,ULTA BEAUTY INC,0.07,246341293
31/10/2022,UNP US,UNION PACIFIC CORP,0.38,1388059389
31/10/2022,UAL US,UNITED AIRLINES HOLDINGS INC,0.04,154776962
31/10/2022,UPS US,UNITED PARCEL SERVICE-CL B,0.38,1385418823
31/10/2022,URI US,UNITED RENTALS INC,0.07,249077510
31/10/2022,UNH US,UNITEDHEALTH GROUP INC,1.6,5851430890
31/10/2022,UHS US,UNIVERSAL HEALTH SERVICES-B,0.02,87371658
31/10/2022,USB US,US BANCORP,0.18,647434495
31/10/2022,VLO US,VALERO ENERGY CORP,0.15,557942066
31/10/2022,VTR US,VENTAS INC,0.05,174920217
31/10/2022,VRSN US,VERISIGN INC,0.06,210984350
31/10/2022,VRSK US,VERISK ANALYTICS INC,0.09,323711668
31/10/2022,VZ US,VERIZON COMMUNICATIONS INC,0.48,1770346275
31/10/2022,VRTX US,VERTEX PHARMACEUTICALS INC,0.25,902584488
31/10/2022,VFC US,VF CORP,0.03,102264802
31/10/2022,VTRS US,VIATRIS INC,0.04,136908591
31/10/2022,VICI US,VICI PROPERTIES INC,0.09,346775543
31/10/2022,V US,VISA INC-CLASS A SHARES,1.04,3816677308
31/10/2022,VNT US,VONTIER CORP,0,19
31/10/2022,VNO US,VORNADO REALTY TRUST,0.01,41701435
31/10/2022,VMC US,VULCAN MATERIALS CO,0.07,242836509
31/10/2022,WAB US,WABTEC CORP,0.05,191388639
31/10/2022,WBA US,WALGREENS BOOTS ALLIANCE INC,0.08,292865269
31/10/2022,WMT US,WALMART INC,0.62,2288441376
31/10/2022,DIS US,WALT DISNEY CO/THE,0.6,2190932561
31/10/2022,WBD US,WARNER BROS DISCOVERY INC,0.09,321811854
31/10/2022,WM US,WASTE MANAGEMENT INC,0.18,671955675
31/10/2022,WAT US,WATERS CORP,0.06,204831527
31/10/2022,WEC US,WEC ENERGY GROUP INC,0.09,322011953
31/10/2022,WFC US,WELLS FARGO & CO,0.54,1967735636
31/10/2022,WELL US,WELLTOWER INC,0.09,319034838
31/10/2022,WST US,WEST PHARMACEUTICAL SERVICES,0.05,190202961
31/10/2022,WDC US,WESTERN DIGITAL CORP,0.03,120640178
31/10/2022,WRK US,WESTROCK CO,0.03,97610340
31/10/2022,WY US,WEYERHAEUSER CO,0.07,259050751
31/10/2022,WHR US,WHIRLPOOL CORP,0.02,87206492
31/10/2022,WMB US,WILLIAMS COS INC,0.12,449875879
31/10/2022,WTW US,WILLIS TOWERS WATSON PLC,0.07,273358213
31/10/2022,WRB US,WR BERKLEY CORP,0.05,171203124
31/10/2022,GWW US,WW GRAINGER INC,0.08,298507601
31/10/2022,WYNN US,WYNN RESORTS LTD,0.02,75608141
31/10/2022,XEL US,XCEL ENERGY INC,0.11,398900126
31/10/2022,XYL US,XYLEM INC,0.06,206337962
31/10/2022,YUM US,YUM! BRANDS INC,0.1,379402524
31/10/2022,ZBRA US,ZEBRA TECHNOLOGIES CORP-CL A,0.05,165442397
31/10/2022,ZBH US,ZIMMER BIOMET HOLDINGS INC,0.07,264548472
31/10/2022,ZION US,ZIONS BANCORP NA,0.02,88307349
31/10/2022,ZTS US,ZOETIS INC,0.22,795362389
31/08/2022,MMM US,3M CO,0.21,759046576
31/08/2022,ABT US,ABBOTT LABORATORIES,0.54,1926096063
31/08/2022,ABBV US,ABBVIE INC,0.71,2546278298
31/08/2022,ABMD US,ABIOMED INC,0.04,125267761
31/08/2022,ACN US,ACCENTURE PLC-CL A,0.55,1958021192
31/08/2022,ATVI US,ACTIVISION BLIZZARD INC,0.18,653520769
31/08/2022,ADBE US,ADOBE INC,0.53,1890922029
31/08/2022,AAP US,ADVANCE AUTO PARTS INC,0.03,112395524
31/08/2022,AMD US,ADVANCED MICRO DEVICES,0.41,1473840963
31/08/2022,AES US,AES CORP,0.05,180572586
31/08/2022,AFL US,AFLAC INC,0.11,381019817
31/08/2022,A US,AGILENT TECHNOLOGIES INC,0.12,413358086
31/08/2022,APD US,AIR PRODUCTS & CHEMICALS INC,0.17,599985545
31/08/2022,AKAM US,AKAMAI TECHNOLOGIES INC,0.04,156591924
31/08/2022,ALK US,ALASKA AIR GROUP INC,0.02,58004452
31/08/2022,ALB US,ALBEMARLE CORP,0.09,333707737
31/08/2022,ARE US,ALEXANDRIA REAL ESTATE EQUIT,0.07,244152514
31/08/2022,ALGN US,ALIGN TECHNOLOGY INC,0.05,190665031
31/08/2022,ALLE US,ALLEGION PLC,0.03,90856543
31/08/2022,LNT US,ALLIANT ENERGY CORP,0.05,162615199
31/08/2022,ALL US,ALLSTATE CORP,0.1,355108078
31/08/2022,GOOGL US,ALPHABET INC-CL A,1.95,6976041819
31/08/2022,GOOG US,ALPHABET INC-CL C,1.8,6451301145
31/08/2022,MO US,ALTRIA GROUP INC,0.25,879175112
31/08/2022,AMZN US,AMAZON.COM INC,3.32,11886988376
31/08/2022,AMCR US,AMCOR PLC,0.05,194171675
31/08/2022,AEE US,AMEREN CORPORATION,0.07,254027114
31/08/2022,AAL US,AMERICAN AIRLINES GROUP INC,0.03,89435812
31/08/2022,AEP US,AMERICAN ELECTRIC POWER,0.15,551442183
31/08/2022,AXP US,AMERICAN EXPRESS CO,0.28,993603632
31/08/2022,AIG US,AMERICAN INTERNATIONAL GROUP,0.12,439329141
31/08/2022,AMT US,AMERICAN TOWER CORP,0.35,1265102693
31/08/2022,AWK US,AMERICAN WATER WORKS CO INC,0.08,286937372
31/08/2022,AMP US,AMERIPRISE FINANCIAL INC,0.09,318988986
31/08/2022,ABC US,AMERISOURCEBERGEN CORP,0.07,235878940
31/08/2022,AME US,AMETEK INC,0.08,295831036
31/08/2022,AMGN US,AMGEN INC,0.38,1375629310
31/08/2022,APH US,AMPHENOL CORP-CL A,0.13,468385806
31/08/2022,ADI US,ANALOG DEVICES INC,0.24,850837313
31/08/2022,ANSS US,ANSYS INC,0.06,230289560
31/08/2022,AON US,AON PLC-CLASS A,0.18,635549682
31/08/2022,APA US,APA CORP,0.04,141759279
31/08/2022,AAPL US,APPLE INC,7.24,25905821735
31/08/2022,AMAT US,APPLIED MATERIALS INC,0.25,892841229
31/08/2022,APTV US,APTIV PLC,0.08,269117921
31/08/2022,ADM US,ARCHER-DANIELS-MIDLAND CO,0.15,529983468
31/08/2022,ANET US,ARISTA NETWORKS INC,0.08,286847186
31/08/2022,AJG US,ARTHUR J GALLAGHER & CO,0.11,404494746
31/08/2022,AIZ US,ASSURANT INC,0.03,96352728
31/08/2022,T US,AT&T INC,0.38,1345645331
31/08/2022,ATO US,ATMOS ENERGY CORP,0.05,168908762
31/08/2022,ADSK US,AUTODESK INC,0.13,472702441
31/08/2022,ADP US,AUTOMATIC DATA PROCESSING,0.31,1097126916
31/08/2022,AZO US,AUTOZONE INC,0.13,450743252
31/08/2022,AVB US,AVALONBAY COMMUNITIES INC,0.08,298679838
31/08/2022,AVY US,AVERY DENNISON CORP,0.05,162109835
31/08/2022,BKR US,BAKER HUGHES CO,0.07,253193130
31/08/2022,BALL US,BALL CORP,0.05,194166785
31/08/2022,BAC US,BANK OF AMERICA CORP,0.71,2553566367
31/08/2022,BK US,BANK OF NEW YORK MELLON CORP,0.09,328368449
31/08/2022,BBWI US,BATH & BODY WORKS INC,0.03,95404318
31/08/2022,BAX US,BAXTER INTERNATIONAL INC,0.09,310049161
31/08/2022,BDX US,BECTON DICKINSON AND CO,0.21,768177417
31/08/2022,BRK/B US,BERKSHIRE HATHAWAY INC-CL B,1.52,5444102102
31/08/2022,BBY US,BEST BUY CO INC,0.04,153377931
31/08/2022,BIO US,BIO-RAD LABORATORIES-A,0.03,110982972
31/08/2022,TECH US,BIO-TECHNE CORP,0.04,137441675
31/08/2022,BIIB US,BIOGEN INC,0.09,306000053
31/08/2022,BLK US,BLACKROCK INC,0.28,1013727129
31/08/2022,BA US,BOEING CO/THE,0.27,955041925
31/08/2022,BKNG US,BOOKING HOLDINGS INC,0.23,816581404
31/08/2022,BWA US,BORGWARNER INC,0.03,96649002
31/08/2022,BXP US,BOSTON PROPERTIES INC,0.03,120126675
31/08/2022,BSX US,BOSTON SCIENTIFIC CORP,0.17,617540372
31/08/2022,BMY US,BRISTOL-MYERS SQUIBB CO,0.43,1538017527
31/08/2022,AVGO US,BROADCOM INC,0.61,2183804397
31/08/2022,BR US,BROADRIDGE FINANCIAL SOLUTIO,0.06,211582381
31/08/2022,BRO US,BROWN & BROWN INC,0.04,156879894
31/08/2022,BF/B US,BROWN-FORMAN CORP-CLASS B,0.04,141412841
31/08/2022,CHRW US,C.H. ROBINSON WORLDWIDE INC,0.04,160224479
31/08/2022,CDNS US,CADENCE DESIGN SYS INC,0.14,512048928
31/08/2022,CZR US,CAESARS ENTERTAINMENT INC,0.03,98516911
31/08/2022,CPT US,CAMDEN PROPERTY TRUST,0.04,146697892
31/08/2022,CPB US,CAMPBELL SOUP CO,0.03,109668544
31/08/2022,COF US,CAPITAL ONE FINANCIAL CORP,0.12,445730348
31/08/2022,CAH US,CARDINAL HEALTH INC,0.06,211377483
31/08/2022,KMX US,CARMAX INC,0.04,153464183
31/08/2022,CCL US,CARNIVAL CORP,0.03,98877169
31/08/2022,CARR US,CARRIER GLOBAL CORP,0.1,357700018
31/08/2022,CTLT US,CATALENT INC,0.05,168437808
31/08/2022,CAT US,CATERPILLAR INC,0.3,1055780010
31/08/2022,CBOE US,CBOE GLOBAL MARKETS INC,0.04,133947975
31/08/2022,CBRE US,CBRE GROUP INC - A,0.08,276582114
31/08/2022,CDW US,CDW CORP/DE,0.07,247027481
31/08/2022,CE US,CELANESE CORP,0.04,128726308
31/08/2022,CNC US,CENTENE CORP,0.16,562472282
31/08/2022,CNP US,CENTERPOINT ENERGY INC,0.06,211562138
31/08/2022,CDAY US,CERIDIAN HCM HOLDING INC,0.02,85623955
31/08/2022,CF US,CF INDUSTRIES HOLDINGS INC,0.06,231283278
31/08/2022,CRL US,CHARLES RIVER LABORATORIES,0.03,109776115
31/08/2022,CHTR US,CHARTER COMMUNICATIONS INC-A,0.14,512205872
31/08/2022,CVX US,CHEVRON CORP,0.93,3328064258
31/08/2022,CMG US,CHIPOTLE MEXICAN GRILL INC,0.13,476756576
31/08/2022,CB US,CHUBB LTD,0.24,858428031
31/08/2022,CHD US,CHURCH & DWIGHT CO INC,0.06,217922410
31/08/2022,CINF US,CINCINNATI FINANCIAL CORP,0.04,154766776
31/08/2022,CTAS US,CINTAS CORP,0.11,383496741
31/08/2022,CSCO US,CISCO SYSTEMS INC,0.56,1990828190
31/08/2022,C US,CITIGROUP INC,0.28,1015746594
31/08/2022,CFG US,CITIZENS FINANCIAL GROUP,0.05,193898586
31/08/2022,CTXS US,CITRIX SYSTEMS INC,0.04,135629166
31/08/2022,CLX US,CLOROX COMPANY,0.05,188746923
31/08/2022,CME US,CME GROUP INC,0.21,751405104
31/08/2022,CMS US,CMS ENERGY CORP,0.06,208995506
31/08/2022,KO US,COCA-COLA CO/THE,0.72,2580124227
31/08/2022,CTSH US,COGNIZANT TECH SOLUTIONS-A,0.1,353569123
31/08/2022,CL US,COLGATE-PALMOLIVE CO,0.2,702518509
31/08/2022,CMCSA US,COMCAST CORP-CLASS A,0.48,1733799423
31/08/2022,CMA US,COMERICA INC,0.03,113681112
31/08/2022,CAG US,CONAGRA BRANDS INC,0.05,175824752
31/08/2022,COP US,CONOCOPHILLIPS,0.42,1517102211
31/08/2022,ED US,CONSOLIDATED EDISON INC,0.1,368818469
31/08/2022,STZ US,CONSTELLATION BRANDS INC-A,0.12,431096331
31/08/2022,CEG US,CONSTELLATION ENERGY,0.08,283170823
31/08/2022,COO US,COOPER COS INC/THE,0.04,150699618
31/08/2022,CPRT US,COPART INC,0.08,272310597
31/08/2022,GLW US,CORNING INC,0.08,279575834
31/08/2022,CTVA US,CORTEVA INC,0.13,476987732
31/08/2022,COST US,COSTCO WHOLESALE CORP,0.69,2479836644
31/08/2022,CTRA US,COTERRA ENERGY INC,0.07,267337066
31/08/2022,CCI US,CROWN CASTLE INC,0.22,792740202
31/08/2022,CSX US,CSX CORP,0.21,737449083
31/08/2022,CMI US,CUMMINS INC,0.09,329367064
31/08/2022,CVS US,CVS HEALTH CORP,0.39,1377731943
31/08/2022,DHR US,DANAHER CORP,0.52,1871737859
31/08/2022,DRI US,DARDEN RESTAURANTS INC,0.05,170653615
31/08/2022,DVA US,DAVITA INC,0.02,56184446
31/08/2022,DE US,DEERE & CO,0.31,1094822630
31/08/2022,DAL US,DELTA AIR LINES INC,0.06,211694358
31/08/2022,XRAY US,DENTSPLY SIRONA INC,0.02,76248941
31/08/2022,DVN US,DEVON ENERGY CORP,0.13,464516256
31/08/2022,DXCM US,DEXCOM INC,0.1,345795648
31/08/2022,FANG US,DIAMONDBACK ENERGY INC,0.07,241540412
31/08/2022,DLR US,DIGITAL REALTY TRUST INC,0.1,374971892
31/08/2022,DFS US,DISCOVER FINANCIAL SERVICES,0.08,302570165
31/08/2022,DISH US,DISH NETWORK CORP-A,0.01,46038693
31/08/2022,DG US,DOLLAR GENERAL CORP,0.16,582096859
31/08/2022,DLTR US,DOLLAR TREE INC,0.09,325474340
31/08/2022,D US,DOMINION ENERGY INC,0.2,708144154
31/08/2022,DPZ US,DOMINO'S PIZZA INC,0.04,146124246
31/08/2022,DOV US,DOVER CORP,0.05,191512821
31/08/2022,DOW US,DOW INC,0.11,402353994
31/08/2022,DHI US,DR HORTON INC,0.07,246958092
31/08/2022,DTE US,DTE ENERGY COMPANY,0.08,268940819
31/08/2022,DUK US,DUKE ENERGY CORP,0.25,882062772
31/08/2022,DRE US,DUKE REALTY CORP,0.07,239512203
31/08/2022,DD US,DUPONT DE NEMOURS INC,0.09,306530108
31/08/2022,DXC US,DXC TECHNOLOGY CO,0.02,65752417
31/08/2022,EMN US,EASTMAN CHEMICAL CO,0.04,125469344
31/08/2022,ETN US,EATON CORP PLC,0.16,579988566
31/08/2022,EBAY US,EBAY INC,0.07,264756699
31/08/2022,ECL US,ECOLAB INC,0.12,434153596
31/08/2022,EIX US,EDISON INTERNATIONAL,0.08,273988011
31/08/2022,EW US,EDWARDS LIFESCIENCES CORP,0.17,601265682
31/08/2022,EA US,ELECTRONIC ARTS INC,0.11,382368164
31/08/2022,ELV US,ELEVANCE HEALTH INC,0.35,1255907585
31/08/2022,LLY US,ELI LILLY & CO,0.71,2545777869
31/08/2022,EMBC US,EMBECTA CORP,0,18546
31/08/2022,EMR US,EMERSON ELECTRIC CO,0.15,520322346
31/08/2022,ENPH US,ENPHASE ENERGY INC,0.11,410590257
31/08/2022,ETR US,ENTERGY CORP,0.07,251287818
31/08/2022,EOG US,EOG RESOURCES INC,0.21,758536571
31/08/2022,EPAM US,EPAM SYSTEMS INC,0.07,258075576
31/08/2022,EFX US,EQUIFAX INC,0.07,244786855
31/08/2022,EQIX US,EQUINIX INC,0.18,641195411
31/08/2022,EQR US,EQUITY RESIDENTIAL,0.07,265493161
31/08/2022,ESS US,ESSEX PROPERTY TRUST INC,0.05,183500243
31/08/2022,EL US,ESTEE LAUDER COMPANIES-CL A,0.18,631930033
31/08/2022,ETSY US,ETSY INC,0.04,142811862
31/08/2022,RE US,EVEREST RE GROUP LTD,0.03,114214416
31/08/2022,EVRG US,EVERGY INC,0.05,166948811
31/08/2022,ES US,EVERSOURCE ENERGY,0.09,328181360
31/08/2022,EXC US,EXELON CORP,0.13,457189032
31/08/2022,EXPE US,EXPEDIA GROUP INC,0.05,164789280
31/08/2022,EXPD US,EXPEDITORS INTL WASH INC,0.05,186109078
31/08/2022,EXR US,EXTRA SPACE STORAGE INC,0.08,283199988
31/08/2022,XOM US,EXXON MOBIL CORP,1.21,4315248429
31/08/2022,FFIV US,F5 INC,0.03,100502066
31/08/2022,FDS US,FACTSET RESEARCH SYSTEMS INC,0.05,174836223
31/08/2022,FAST US,FASTENAL CO,0.09,308011396
31/08/2022,FRT US,FEDERAL REALTY INVS TRUST,0.02,75567978
31/08/2022,FDX US,FEDEX CORP,0.15,538678366
31/08/2022,FIS US,FIDELITY NATIONAL INFO SERV,0.17,598040589
31/08/2022,FITB US,FIFTH THIRD BANCORP,0.07,248959920
31/08/2022,FRC US,FIRST REPUBLIC BANK/CA,0.08,290408733
31/08/2022,FE US,FIRSTENERGY CORP,0.07,241023712
31/08/2022,FISV US,FISERV INC,0.18,630843150
31/08/2022,FLT US,FLEETCOR TECHNOLOGIES INC,0.05,176140188
31/08/2022,FMC US,FMC CORP,0.04,146335456
31/08/2022,F US,FORD MOTOR CO,0.18,640656072
31/08/2022,FTNT US,FORTINET INC,0.1,351507766
31/08/2022,FTV US,FORTIVE CORP,0.07,241657591
31/08/2022,FBIN US,FORTUNE BRANDS INNOVATIONS I,0.03,90276484
31/08/2022,FOXA US,FOX CORP - CLASS A,0.03,116864565
31/08/2022,FOX US,FOX CORP - CLASS B,0.01,49945624
31/08/2022,BEN US,FRANKLIN RESOURCES INC,0.02,76286868
31/08/2022,FCX US,FREEPORT-MCMORAN INC,0.13,462915821
31/08/2022,GRMN US,GARMIN LTD,0.04,141832480
31/08/2022,IT US,GARTNER INC,0.07,250608254
31/08/2022,GEN US,GEN DIGITAL INC,0.04,139800271
31/08/2022,GNRC US,GENERAC HOLDINGS INC,0.04,148073201
31/08/2022,GD US,GENERAL DYNAMICS CORP,0.16,562731917
31/08/2022,GE US,GENERAL ELECTRIC CO,0.24,862864920
31/08/2022,GIS US,GENERAL MILLS INC,0.14,495782630
31/08/2022,GM US,GENERAL MOTORS CO,0.17,597018373
31/08/2022,GPC US,GENUINE PARTS CO,0.07,237945204
31/08/2022,GILD US,GILEAD SCIENCES INC,0.24,850928136
31/08/2022,GPN US,GLOBAL PAYMENTS INC,0.11,378141088
31/08/2022,GL US,GLOBE LIFE INC,0.03,96883268
31/08/2022,GS US,GOLDMAN SACHS GROUP INC,0.34,1224405907
31/08/2022,HAL US,HALLIBURTON CO,0.08,289352883
31/08/2022,HIG US,HARTFORD FINANCIAL SVCS GRP,0.06,230226392
31/08/2022,HAS US,HASBRO INC,0.03,107968345
31/08/2022,HCA US,HCA HEALTHCARE INC,0.13,482475919
31/08/2022,PEAK US,HEALTHPEAK PROPERTIES INC,0.04,150622342
31/08/2022,HSIC US,HENRY SCHEIN INC,0.03,109210736
31/08/2022,HSY US,HERSHEY CO/THE,0.1,347788261
31/08/2022,HES US,HESS CORP,0.1,358557050
31/08/2022,HPE US,HEWLETT PACKARD ENTERPRISE,0.05,189168262
31/08/2022,HLT US,HILTON WORLDWIDE HOLDINGS IN,0.11,377964998
31/08/2022,HOLX US,HOLOGIC INC,0.05,182047784
31/08/2022,HD US,HOME DEPOT INC,0.89,3193933373
31/08/2022,HON US,HONEYWELL INTERNATIONAL INC,0.39,1381318854
31/08/2022,HRL US,HORMEL FOODS CORP,0.04,151495350
31/08/2022,HST US,HOST HOTELS & RESORTS INC,0.04,134442809
31/08/2022,HWM US,HOWMET AEROSPACE INC,0.04,143606435
31/08/2022,HPQ US,HP INC,0.09,324089476
31/08/2022,HUM US,HUMANA INC,0.18,653025810
31/08/2022,JBHT US,HUNT (JB) TRANSPRT SVCS INC,0.04,155846047
31/08/2022,HBAN US,HUNTINGTON BANCSHARES INC,0.06,206719549
31/08/2022,HII US,HUNTINGTON INGALLS INDUSTRIE,0.03,98385032
31/08/2022,IEX US,IDEX CORP,0.05,162796395
31/08/2022,IDXX US,IDEXX LABORATORIES INC,0.09,314948934
31/08/2022,ITW US,ILLINOIS TOOL WORKS,0.17,594738253
31/08/2022,ILMN US,ILLUMINA INC,0.09,336243572
31/08/2022,INCY US,INCYTE CORP,0.04,141158482
31/08/2022,IR US,INGERSOLL-RAND INC,0.06,204337837
31/08/2022,INTC US,INTEL CORP,0.39,1398713429
31/08/2022,ICE US,INTERCONTINENTAL EXCHANGE IN,0.17,604794626
31/08/2022,IP US,INTERNATIONAL PAPER CO,0.05,165305941
31/08/2022,IPG US,INTERPUBLIC GROUP OF COS INC,0.03,115843358
31/08/2022,IBM US,INTL BUSINESS MACHINES CORP,0.35,1238103732
31/08/2022,IFF US,INTL FLAVORS & FRAGRANCES,0.08,299969441
31/08/2022,INTU US,INTUIT INC,0.37,1306825348
31/08/2022,ISRG US,INTUITIVE SURGICAL INC,0.22,791424996
31/08/2022,IVZ US,INVESCO LTD,0.02,59883965
31/08/2022,IQV US,IQVIA HOLDINGS INC,0.12,433905084
31/08/2022,IRM US,IRON MOUNTAIN INC,0.05,162756663
31/08/2022,JKHY US,JACK HENRY & ASSOCIATES INC,0.04,151082270
31/08/2022,J US,JACOBS SOLUTIONS INC,0.05,172769911
31/08/2022,SJM US,JM SMUCKER CO/THE,0.05,161519902
31/08/2022,JNJ US,JOHNSON & JOHNSON,1.27,4549649732
31/08/2022,JCI US,JOHNSON CONTROLS INTERNATION,0.11,406573534
31/08/2022,JPM US,JPMORGAN CHASE & CO,1,3579555648
31/08/2022,JNPR US,JUNIPER NETWORKS INC,0.03,98398339
31/08/2022,K US,KELLOGG CO,0.05,196740023
31/08/2022,KDP US,KEURIG DR PEPPER INC,0.08,301333568
31/08/2022,KEY US,KEYCORP,0.05,175602315
31/08/2022,KEYS US,KEYSIGHT TECHNOLOGIES IN,0.09,321539069
31/08/2022,KMB US,KIMBERLY-CLARK CORP,0.13,457290928
31/08/2022,KIM US,KIMCO REALTY CORP,0.04,138928309
31/08/2022,KMI US,KINDER MORGAN INC,0.11,380227551
31/08/2022,KLAC US,KLA CORP,0.16,555670152
31/08/2022,KHC US,KRAFT HEINZ CO/THE,0.08,282476553
31/08/2022,KR US,KROGER CO,0.09,337040972
31/08/2022,LHX US,L3HARRIS TECHNOLOGIES INC,0.13,471648649
31/08/2022,LH US,LABORATORY CRP OF AMER HLDGS,0.06,224169781
31/08/2022,LRCX US,LAM RESEARCH CORP,0.18,652910235
31/08/2022,LW US,LAMB WESTON HOLDINGS INC,0.03,122856512
31/08/2022,LVS US,LAS VEGAS SANDS CORP,0.04,138263269
31/08/2022,LDOS US,LEIDOS HOLDINGS INC,0.04,142295173
31/08/2022,LEN US,LENNAR CORP-A,0.06,216383682
31/08/2022,LNC US,LINCOLN NATIONAL CORP,0.02,83475736
31/08/2022,LIN US,LINDE PLC,0.43,1525581650
31/08/2022,LYV US,LIVE NATION ENTERTAINMENT IN,0.04,130439268
31/08/2022,LKQ US,LKQ CORP,0.04,153874028
31/08/2022,LMT US,LOCKHEED MARTIN CORP,0.3,1066249263
31/08/2022,L US,LOEWS CORP,0.03,115889384
31/08/2022,LOW US,LOWE'S COS INC,0.38,1375438995
31/08/2022,LUMN US,LUMEN TECHNOLOGIES INC,0.03,97861990
31/08/2022,LYB US,LYONDELLBASELL INDU-CL A,0.07,233263781
31/08/2022,MTB US,M & T BANK CORP,0.1,347023110
31/08/2022,MRO US,MARATHON OIL CORP,0.05,194073025
31/08/2022,MPC US,MARATHON PETROLEUM CORP,0.16,584089864
31/08/2022,MKTX US,MARKETAXESS HOLDINGS INC,0.03,100576531
31/08/2022,MAR US,MARRIOTT INTERNATIONAL -CL A,0.13,452974155
31/08/2022,MMC US,MARSH & MCLENNAN COS,0.24,870654084
31/08/2022,MLM US,MARTIN MARIETTA MATERIALS,0.06,230998009
31/08/2022,MAS US,MASCO CORP,0.04,130466899
31/08/2022,MA US,MASTERCARD INC - A,0.84,2989993031
31/08/2022,MTCH US,MATCH GROUP INC,0.05,170678655
31/08/2022,MKC US,MCCORMICK & CO-NON VTG SHRS,0.06,223000467
31/08/2022,MCD US,MCDONALD'S CORP,0.56,1999380052
31/08/2022,MCK US,MCKESSON CORP,0.16,571715169
31/08/2022,MDT US,MEDTRONIC PLC,0.35,1262184795
31/08/2022,MRK US,MERCK & CO. INC.,0.65,2313235087
31/08/2022,META US,META PLATFORMS INC-CLASS A,1.12,4004533295
31/08/2022,MET US,METLIFE INC,0.13,476527949
31/08/2022,MTD US,METTLER-TOLEDO INTERNATIONAL,0.08,298567063
31/08/2022,MGM US,MGM RESORTS INTERNATIONAL,0.03,123690651
31/08/2022,MCHP US,MICROCHIP TECHNOLOGY INC,0.11,386224276
31/08/2022,MU US,MICRON TECHNOLOGY INC,0.19,674428395
31/08/2022,MSFT US,MICROSOFT CORP,5.86,20956415222
31/08/2022,MAA US,MID-AMERICA APARTMENT COMM,0.06,203251411
31/08/2022,MRNA US,MODERNA INC,0.14,490530305
31/08/2022,MHK US,MOHAWK INDUSTRIES INC,0.02,60882301
31/08/2022,MOH US,MOLINA HEALTHCARE INC,0.06,211124797
31/08/2022,TAP US,MOLSON COORS BEVERAGE CO - B,0.03,104342966
